,lam_2
0.7365,0.716705925398805
0.73725,0.7308212113210917
0.738,0.7318779771156777
0.73875,0.7293530664825726
0.7395,0.7217094037291755
0.74025,0.7234028919827201
0.741,0.7206936315990514
0.74175,0.719713725880575
0.7425,0.7214938168063845
0.74325,0.7180903792411946
0.744,0.7274336296821434
0.74475,0.7148134714385261
0.7455,0.7209621493420381
0.74625,0.7319390706149014
0.747,0.7332087901072508
0.74775,0.7232819166519917
0.7485,0.7257390323928755
0.74925,0.726387026255541
0.75,0.6966920157035625
